Answer Line,Frequency
Barcelona,0.00027933
List of members of the Swedish Academy,0.00027933
Twenty Thousand Leagues Under the Sea,0.00027933
Everything That Rises Must Converge,0.00027933
Charge of the Light Brigade,0.00027933
The Elements of Style,0.00027933
Castle,0.00027933
Randall Jarrell,0.00027933
Gabriela Mistral,0.00027933
Dictionary,0.00027933
John Berryman,0.00027933
A Handful of Dust,0.00027933
Second Coming,0.00027933
Time travel,0.00027933
Mac Flecknoe,0.00027933
Nun,0.00027933
Invisibility,0.00027933
Richard Lovelace,0.00027933
Matsuo Basho,0.00027933
Father,0.00027933
C. Auguste Dupin,0.00027933
Jane,0.00027933
Wasteland,0.00027933
Isaac Babel,0.00027933
California Gurls,0.00027933
Iceland,0.00027933
Desiderius Erasmus,0.00027933
John Suckling,0.00027933
Othello,0.00027933
Teacher,0.00027933
A Modest Proposal,0.00027933
Jhumpa Lahiri,0.00027933
Histories,0.00027933
William Dean Howells,0.00027933
JB,0.00027933
Rhyme,0.00027933
Wilfred,0.00027933
Blanche DuBois,0.00027933
"L'Allegro, il Penseroso ed il Moderato",0.00027933
Niobe,0.00027933
"Winesburg, Ohio (novel)",0.00027933
Calcium,0.00027933
Lady Chatterley's Lover,0.00027933
Through the Looking-Glass,0.00027933
Rossetti,0.00027933
The Chairs,0.00027933
Kurt Warner,0.00027933
Prometheus Unbound,0.00027933
Vietnam War,0.00027933
Abraham Lincoln,0.00027933
Tobacco Road,0.00027933
Umlaut,0.00027933
Anomie,0.00027933
Michael Ondaatje,0.00027933
Mahabharata,0.00027933
Morrissey,0.00027933
Scarlett O'Hara,0.00027933
The Chronicles of Narnia,0.00027933
Prometheus Bound,0.00027933
Harold Bloom,0.00027933
Fathers and Sons (novel),0.00027933
Oresteia,0.00027933
Henrik,0.00027933
Christina Rossetti,0.00027933
Guitar,0.00027933
California,0.00027933
Bathing,0.00027933
Stephen Vincent Benét,0.00027933
Ken Kesey,0.00027933
Antonia Shimerda ,0.00027933
Philip II,0.00027933
Daniel Webster,0.00027933
Dr. Lemuel Gulliver ,0.00027933
Notes from Underground,0.00027933
Tryin' to Throw Your Arms Around the World,0.00027933
List of books banned by governments,0.00027933
Fallout 3,0.00027933
Maya Angelou,0.00027933
The Revolt of Islam,0.00027933
Franz Werfel,0.00027933
Cat and mouse,0.00027933
Orecta lycidas,0.00027933
Chorus,0.00027933
Triangle,0.00027933
Cross-dressing,0.00027933
"Faust, Utah",0.00027933
John Barth,0.00027933
The Glass Bead Game,0.00027933
Frank Norris,0.00027933
Literary fragment,0.00027933
Gerald du Maurier,0.00027933
The Duchess of Malfi,0.00027933
Stream of consciousness,0.00027933
The Two Gentlemen of Verona,0.00027933
Harlem,0.00027933
Claudius,0.00027933
Jean-Jacques Rousseau,0.00027933
Metaphysics,0.00027933
Quo vadis?,0.00027933
Lope de Vega,0.00027933
Norman Mailer,0.00027933
The Flea (poem),0.00027933
Amartya Sen,0.00027933
Swan Lake,0.00027933
David,0.00027933
Jules Verne,0.00027933
Inigo Montoya,0.00027933
haikus by Matsuo Basho,0.00027933
The Purloined Letter,0.00027933
O Captain! My Captain!,0.00027933
The Communist Manifesto,0.00027933
Archibald MacLeish,0.00027933
Michel de Montaigne,0.00027933
Military history of ancient Rome,0.00027933
Beard,0.00027933
Grass court,0.00027933
The Seagull,0.00027933
Shylock,0.00027933
Prophet (disambiguation),0.00027933
Switzerland,0.00027933
Howl,0.00027933
Aesop's Fables,0.00027933
Nelson Algren,0.00027933
Edward,0.00027933
July's People,0.00027933
Jorge,0.00027933
The Fountainhead,0.00027933
The Negro Speaks of Rivers,0.00027933
1001 (number),0.00027933
Snow White and the Seven Dwarfs,0.00027933
Maria von Trapp,0.00027933
The Darkling Thrush,0.00027933
The Pirates of Penzance,0.00027933
Glass,0.00027933
The Call of the Wild,0.00027933
Charlotte Brontë,0.00027933
When I Consider How My Light is Spent,0.00027933
Billy Budd,0.00027933
"Easter, 1916",0.00027933
David Herbert,0.00027933
Thomas Middleton,0.00027933
White noise,0.00027933
New York University,0.00027933
Malebolge,0.00027933
Kingdom of France,0.00027933
Zorba,0.00027933
German Romanticism,0.00027933
The Maltese Falcon,0.00027933
To a Skylark,0.00027933
J. B. Bobo,0.00027933
Light,0.00027933
Chinese,0.00027933
Natsume Soseki ,0.00027933
To be announced,0.00027933
Der Erlkönig,0.00027933
The Heart Is a Lonely Hunter,0.00027933
Pitmatic,0.00027933
Prince Hamlet,0.00027933
Saint Crispin's Day,0.00027933
The Baby Party,0.00027933
Library,0.00027933
All My Sons,0.00027933
Rip Van Winkle,0.00027933
Natty Bumppo,0.00027933
Socratic dialogue,0.00027933
Maya peoples,0.00027933
Moby Dick (unfinished film),0.00027933
Kalidasa ,0.00027933
Smith,0.00027933
List of Tom Sawyer characters,0.00027933
Normans,0.00027933
Ali Baba and 40 Thieves (video game),0.00027933
Richard III of England,0.00027933
Miami,0.00027933
Venus,0.00027933
Arthur Schopenhauer,0.00027933
The Time Machine,0.00027933
The Beat Generation,0.00027933
David Copperfield,0.00027933
Frog,0.00027933
Bleak House,0.00027933
Iamb,0.00027933
Echidna,0.00027933
Charlotte's Web,0.00027933
"""Master Harold""...and the Boys",0.00027933
Herodotus,0.00027933
Pedro Calderón de la Barca,0.00027933
Aeneas,0.00027933
Twelfth Night,0.00027933
Fence (disambiguation),0.00027933
Amy Tan,0.00027933
Lillian Hellman,0.00027933
Iran,0.00027933
Volpone,0.00027933
Fart,0.00027933
Lorraine Hansberry,0.00027933
Miguel de Unamuno,0.00027933
Timon of Athens,0.00027933
Anton,0.00027933
The Outcasts of Poker Flat,0.00027933
Electra,0.00027933
The Wife of Bath's Tale,0.00027933
Star Trek,0.00027933
Roman à clef,0.00027933
Priest,0.00027933
Edward Elgar,0.00027933
Morality play,0.00027933
Ngugi wa Thiong'o,0.00027933
J. R. R. Tolkien,0.00027933
Homer,0.00027933
Objectivism,0.00027933
Matsuo,0.00027933
Heinrich Heine,0.00027933
Giovanni,0.00027933
River,0.00027933
D. W. Griffith,0.00027933
Einstein on the Beach,0.00027933
Golden Boy of Pye Corner,0.00027933
Dario Fo,0.00027933
Oliver Wendell Holmes Sr.,0.00027933
Our Man in Havana,0.00027933
Incubus,0.00027933
Baba Yaga,0.00027933
Florida,0.00027933
Jerusalem Delivered,0.00027933
A Bar at the Folies-Bergere ,0.00027933
Anatole France,0.00027933
Nikos Kazantzakis,0.00027933
The Adventures of Tom Sawyer,0.00027933
Breakfast at Tiffany's (novella),0.00027933
John Brown,0.00027933
Atticus Finch,0.00027933
Water Margin,0.00027933
Man in the Iron Mask,0.00027933
Simone Martini,0.00027933
Anton Pavelovich Chekhov,0.00027933
Nurse Ratched,0.00027933
Of Mice and Men,0.00027933
Internment,0.00027933
Nosferatu,0.00027933
Lowell,0.00027933
Car,0.00027933
Labyrinths,0.00027933
Ode,0.00027933
Oliver Twist (disambiguation),0.00027933
Swiss Alps,0.00027933
A Shropshire Lad,0.00027933
"Winesburg, Ohio",0.00027933
Flower,0.00027933
Sestina,0.00027933
Louis the Pious,0.00027933
E. T. A. Hoffmann,0.00027933
San Francisco,0.00027933
Next Year,0.00027933
Fiddler on the Roof,0.00027933
Allegory,0.00027933
Peer Gynt,0.00027933
Kite,0.00027933
Daphne du Maurier,0.00027933
Penelope,0.00027933
Nightingale (disambiguation),0.00027933
Breakfast at Tiffany's,0.00027933
Premature burial,0.00027933
Notes from the Underground,0.00027933
Annie Proulx,0.00027933
Baker,0.00027933
The Bear (1984 film),0.00027933
Robot,0.00027933
Utopia,0.00027933
Jack Kerouac,0.00027933
Betty Friedan,0.00027933
The Caucasian Chalk Circle,0.00027933
Václav Havel,0.00027933
Odyssey,0.00027933
The Overcoat,0.00027933
Salinger,0.00027933
Wallace,0.00027933
"Tuskegee, Alabama",0.00027933
The Recognition of Sakuntala ,0.00027933
Orange,0.00027933
Fidelio,0.00027933
The Wheel of Time,0.00027933
Bhagavad Gita,0.00027933
Turandot,0.00027933
Mark,0.00027933
Jean Racine,0.00027933
Coda,0.00027933
Berengar,0.00027933
Walt,0.00027933
Wollstonecraft,0.00027933
Dr. Jekyll and Mr. Hyde (character),0.00027933
The Hollow Men,0.00027933
Spanish,0.00027933
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
